,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bedrooms,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price_orig
6874,apartment,apartment,10648157,kemzeke,9190,Oost-Vlaanderen,Flanders,195000,Parklaan 25,D,380.0,0,1,4,0,0,0,1993,To be done up,2,1,0,0,0,0,Electric,€195000
6881,house,house,10648149,berlare,9290,Oost-Vlaanderen,Flanders,294000,Oude Vismijn 2a,F,581.0,0,1,0,380,0,0,1942,To be done up,4,1,0,1,0,0,0,€294000
6882,house,house,10648148,zele,9240,Oost-Vlaanderen,Flanders,229000,Oude Vismijn 2a,E,485.0,0,1,0,188,0,0,0,To be done up,4,1,0,0,1,0,0,€229000
6883,house,house,10648147,berlare,9290,Oost-Vlaanderen,Flanders,209000,Oude Vismijn 2a,F,701.0,0,0,0,390,0,0,1968,To renovate,3,1,0,0,1,0,0,€209000
6885,house,house,10648144,bouwel,2288,Antwerpen,Flanders,345000,Antwerpsesteenweg 359,F,851.0,0,0,0,1500,0,4,1962,Good,2,1,0,0,1,0,0,€345000
6886,apartment,apartment,10648143,de%20panne,8660,West-Vlaanderen,Flanders,215000,Nieuwpoortlaan 29,E,438.0,0,0,0,0,0,0,1965,As new,2,1,0,0,1,Installed,0,€215000
6887,house,house,10648141,lier,2500,Antwerpen,Flanders,449000,Antwerpsesteenweg 359,B,151.0,0,0,0,255,0,2,1970,Good,5,2,0,0,2,Installed,Gas,€449000
6888,house,house,10648135,ertvelde,9940,Oost-Vlaanderen,Flanders,269000,Lindenlaan 51,F,537.0,0,1,11,322,22,3,1966,To renovate,2,1,0,0,1,Semi equipped,Fuel oil,€269000
6889,apartment,flat-studio,10648131,mechelen,2800,Antwerpen,Flanders,129000,Frederik de Merodestraat 3/1,B,126.0,0,1,0,0,0,0,1976,0,0,1,0,0,0,0,0,€129000
6890,apartment,apartment,10648127,roeselare,8800,West-Vlaanderen,Flanders,599000,Westlaan 134,C,241.0,0,1,0,0,0,0,1994,0,4,3,0,0,0,0,0,€599000
6893,house,house,10648114,rumst,2840,Antwerpen,Flanders,189000,Molenstraat 10 bus 1,F,1463.0,0,0,0,256,41,0,0,To renovate,2,0,0,0,1,0,0,€189000
6894,apartment,apartment,10498053,nieuwpoort,8620,West-Vlaanderen,Flanders,445000,Franslaan 150,A,79.0,1,1,0,0,0,0,2011,As new,2,1,0,0,1,0,0,€445000
6895,apartment,apartment,10632630,nieuwpoort,8620,West-Vlaanderen,Flanders,445000,Franslaan 150,A,79.0,1,1,0,0,0,0,2011,As new,2,1,0,0,1,0,0,€445000
6896,house,house,10648101,hooglede,8830,West-Vlaanderen,Flanders,230000,St-Amandsstraat 23,F,1220.0,0,0,0,800,29,0,1968,Good,2,1,0,0,0,Installed,Gas,€230000
6897,apartment,apartment,10648096,nazareth,9810,Oost-Vlaanderen,Flanders,405650,Brusselsesteenweg 690,A,1.0,0,1,22,0,43,4,2023,0,3,1,0,0,2,Hyper equipped,0,€405650
6898,apartment,apartment,10648094,nazareth,9810,Oost-Vlaanderen,Flanders,280000,Brusselsesteenweg 690,A,1.0,0,1,8,0,15,4,2023,As new,1,1,0,0,1,Hyper equipped,Gas,€280000
6899,apartment,apartment,10648093,nazareth,9810,Oost-Vlaanderen,Flanders,357500,Brusselsesteenweg 690,A,1.0,0,1,9,0,24,0,2023,As new,2,1,0,0,1,Hyper equipped,Gas,€357500
6900,apartment,apartment,10648092,deinze,9800,Oost-Vlaanderen,Flanders,339990,Brusselsesteenweg 690,A,1.0,0,1,23,0,20,0,2023,As new,3,1,0,0,2,Installed,0,€339990
6901,apartment,apartment,10648091,zulte,9870,Oost-Vlaanderen,Flanders,339990,Brusselsesteenweg 690,A,1.0,0,1,23,0,20,0,2023,As new,3,1,0,0,2,Installed,0,€339990
6902,apartment,apartment,10648090,kruisem,9750,Oost-Vlaanderen,Flanders,339990,Brusselsesteenweg 690,A,1.0,0,1,23,0,20,0,2023,As new,3,1,0,0,2,Installed,0,€339990
6905,apartment,apartment,10648086,kruisem,9750,Oost-Vlaanderen,Flanders,419990,Brusselsesteenweg 690,A,1.0,0,1,29,0,16,0,2023,As new,3,2,0,0,2,Installed,0,€419990
6906,apartment,apartment,10648085,deinze,9800,Oost-Vlaanderen,Flanders,419990,Brusselsesteenweg 690,A,1.0,0,1,29,0,16,0,2023,As new,3,2,0,0,2,Installed,0,€419990
6907,apartment,apartment,10648084,zulte,9870,Oost-Vlaanderen,Flanders,419990,Brusselsesteenweg 690,A,1.0,0,1,29,0,16,0,2023,As new,3,2,0,0,2,Installed,0,€419990
6916,house,house,10648068,erpe-mere,9420,Oost-Vlaanderen,Flanders,265000,Keizersplein 21,F,641.0,0,0,0,1223,0,0,1930,To renovate,3,2,0,1,1,Installed,Gas,€265000
6917,apartment,apartment,10648066,aalst,9300,Oost-Vlaanderen,Flanders,581620,Keizersplein 21,A,40.0,0,1,0,0,0,0,2023,0,2,1,0,0,1,Installed,Gas,€581620
6918,apartment,apartment,10648065,aalst,9300,Oost-Vlaanderen,Flanders,378000,Keizersplein 21,A,40.0,0,0,0,0,0,0,2023,0,1,1,0,0,1,Installed,Gas,€378000
6919,house,house,10648047,de%20haan,8420,West-Vlaanderen,Flanders,320000,"Stationstraat, 33",B,170.0,0,1,0,147,0,0,1970,As new,3,1,0,0,1,Installed,Gas,€320000
6920,apartment,apartment,10549860,bredene,8450,West-Vlaanderen,Flanders,192000,Zuidstraat 2,C,275.0,1,0,0,0,0,0,2003,As new,2,1,0,0,1,Installed,0,€192000
6921,house,house,10648029,blankenberge,8370,West-Vlaanderen,Flanders,425000,Franchommelaan 82-86,B,156.0,1,0,0,0,0,2,2008,Good,4,2,0,0,2,Installed,Gas,€425000
6922,house,house,10648028,knesselare,9910,Oost-Vlaanderen,Flanders,479000,Koning Albertstraat 28,C,259.0,0,0,0,733,0,4,0,As new,5,2,0,0,2,Installed,Gas,€479000
6923,house,house,10648027,eeklo,9900,Oost-Vlaanderen,Flanders,150000,Koning Albertstraat 28,F,972.0,0,0,0,0,0,2,0,To renovate,3,1,1,0,1,0,0,€150000
6924,apartment,apartment,10648018,borgerhout,2140,Antwerpen,Flanders,229000,"Bredabaan, 896",B,181.0,0,1,3,0,30,2,0,Good,2,1,0,0,1,Semi equipped,Gas,€229000
6925,apartment,apartment,10648016,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,1400000,Avenue Louise 404a,C,131.0,0,0,0,0,0,3,1956,As new,3,3,0,1,3,Installed,Gas,€1400000
6926,apartment,apartment,10648015,antwerp,2000,Antwerpen,Flanders,379000,"Bredabaan, 896",B,164.0,0,1,3,0,35,2,1910,0,2,1,0,0,1,Installed,Gas,€379000
6927,apartment,apartment-block,10648014,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,1900000,Avenue Louise 404a,D,153.0,0,0,0,0,0,3,1900,Good,7,7,0,0,7,0,Gas,€1900000
6928,house,house,10648011,oud-heverlee,3050,Vlaams-Brabant,Flanders,225000,Sint-Lambertusstraat 32 bus 0001,F,936.0,0,1,0,184,0,3,0,0,1,1,0,0,1,Semi equipped,Gas,€225000
6929,apartment,apartment,10648007,li%C3%A8ge,4000,Liï¿½ge,Wallonia,445000,Bld 'Avroy 14,C,225.0,0,0,0,0,90,0,1963,To be done up,5,2,1,0,3,Semi equipped,Gas,€445000
6931,house,house,10647985,aalst%20hofstade,9308,Oost-Vlaanderen,Flanders,305000,Graanmarkt 10,D,380.0,0,1,0,551,24,3,1969,To be done up,3,1,0,0,2,0,Gas,€305000
6932,house,house,10647984,aalst,9300,Oost-Vlaanderen,Flanders,305000,Graanmarkt 10,D,380.0,0,1,0,551,24,3,1969,To be done up,3,1,0,0,2,0,Gas,€305000
6933,apartment,apartment,10647983,oostende,8400,West-Vlaanderen,Flanders,425000,Gistelse Steenweg 212,B,148.0,0,0,0,0,0,2,1966,Just renovated,2,1,1,0,1,Hyper equipped,Gas,€425000
6934,house,house,10647981,huy,4500,Liï¿½ge,Wallonia,249000,Route du Condroz 151,D,285.0,0,1,0,144,0,2,0,To be done up,4,2,0,0,2,Semi equipped,Gas,€249000
6935,house,house,10647979,gistel,8470,West-Vlaanderen,Flanders,419000,Stationstraat 58,C,235.0,0,1,0,457,0,3,0,Good,5,1,0,0,2,Installed,Gas,€419000
6936,house,house,10647976,sint-niklaas,9100,Oost-Vlaanderen,Flanders,219000,Plezantstraat 71,E,458.0,0,0,0,115,0,2,1935,To be done up,4,1,0,0,1,0,Gas,€219000
6937,house,house,10647974,astene,9800,Oost-Vlaanderen,Flanders,429500,Kortrijksesteenweg 19,A,32.0,0,0,0,237,0,3,2023,Good,4,1,0,0,0,0,Gas,€429500
6939,apartment,apartment,10402518,knokke-heist,8301,West-Vlaanderen,Flanders,330000,"Gemeenteplein, 1a",A,92.0,0,0,0,0,0,0,2004,Good,2,0,0,0,0,0,0,€330000
6940,apartment,apartment,10647965,brugge,8200,West-Vlaanderen,Flanders,349000,Noordzandstraat 24,C,296.0,0,0,0,0,35,4,1978,Good,3,1,0,0,2,0,0,€349000
6941,apartment,penthouse,10647964,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,270000,Avenue de l'Hopital Français 15,D,175.0,0,1,9,0,36,2,0,0,2,1,0,0,1,Semi equipped,0,€270000
6942,apartment,apartment,10647963,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,270000,Avenue de l'Hopital Français 15,D,175.0,0,1,9,0,36,2,0,0,2,1,0,0,1,Semi equipped,0,€270000
6943,apartment,apartment,10647948,antwerp,2140,Antwerpen,Flanders,255000,Italiëlei 207,Not specified,150.0,0,0,0,0,0,0,1962,Good,2,1,0,0,1,Semi equipped,Gas,€255000
6944,apartment,apartment,10647944,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,285000,rue du Monastère 12,F,286.0,0,1,20,0,0,2,1928,0,1,0,1,0,1,0,Gas,€285000
6945,house,house,10647943,bonheiden,2820,Antwerpen,Flanders,995000,Bredabaan 260,C,252.0,0,1,0,0,0,4,0,Good,6,2,0,0,2,Installed,Gas,€995000
6953,house,house,10647917,beersel,1650,Vlaams-Brabant,Flanders,379000,Alsembergsesteenweg 259,D,325.0,0,1,21,0,33,2,1953,Good,3,1,0,1,2,Semi equipped,Gas,€379000
6954,house,house,10647915,hasselt,3500,Limburg,Flanders,489000,Tiensesteenweg 227/101,B,199.0,0,0,0,562,0,3,1985,Good,6,1,0,0,2,Installed,Gas,€489000
6955,house,house,10627928,sint-niklaas,9100,Oost-Vlaanderen,Flanders,310000,Potterstraat 167,C,284.0,0,1,6,100,0,2,0,Good,2,1,0,0,4,0,Gas,€310000
6956,house,villa,10647908,relegem,1731,Vlaams-Brabant,Flanders,595000,Meyskensstraat 222,C,265.0,0,1,20,1309,40,4,1973,Just renovated,3,1,0,1,2,Installed,Gas,€595000
6967,house,house,10647891,beveren-waas,9120,Oost-Vlaanderen,Flanders,258000,Kalfstraat 81,C,226.0,0,1,0,180,32,2,1968,Good,2,1,0,0,0,0,Gas,€258000
6968,apartment,apartment,10580361,li%C3%A8ge,4020,Liï¿½ge,Wallonia,395000,Rue Charles Magnette 24/40,C,194.0,0,1,4,0,95,0,0,Good,3,2,0,1,2,Installed,Gas,€395000
6969,house,house,10647889,wemmel,1780,Vlaams-Brabant,Flanders,375000,"Avenue des Combattants, 21",F,526.0,0,1,28,95,33,2,1922,To be done up,4,0,1,0,2,Installed,Gas,€375000
6970,apartment,flat-studio,10647886,li%C3%A8ge,4000,Liï¿½ge,Wallonia,95000,"Place Lucien Molitor, 1A/01",F,484.0,0,1,8,0,30,2,1970,0,0,1,0,0,1,Semi equipped,Gas,€95000
6971,house,exceptional-property,10647872,bertrix,6880,Luxembourg,Wallonia,2500000,"Place Saint Arnould, 6",B,92.0,1,1,0,8364,0,4,0,As new,11,2,8,0,12,Hyper equipped,0,€2500000
6972,house,house,10647871,gooik,1755,Vlaams-Brabant,Flanders,525000,Edingsesteenweg 341,D,355.0,0,1,35,3282,50,4,1910,To renovate,4,1,0,0,2,Semi equipped,Fuel oil,€525000
6973,house,house,10647870,gooik,1755,Vlaams-Brabant,Flanders,885000,Edingsesteenweg 341,C,212.0,0,1,51,148000,45,4,1900,Good,6,3,0,0,4,Installed,Fuel oil,€885000
6974,house,house,10517551,vrasene,9120,Oost-Vlaanderen,Flanders,395000,Kerkstraat 2,D,312.0,0,0,0,531,39,4,1977,Good,4,1,0,0,2,Semi equipped,Gas,€395000
6975,house,house,10647867,rosi%C3%A8res,1331,Brabant wallon,Wallonia,345000,"Avenue Albert Ier, 304",F,495.0,0,0,0,297,33,0,1930,0,4,1,0,0,1,Not installed,Fuel oil,€345000
6976,apartment,apartment,10647858,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,270000,Rue du Bois Paillet 9,B,91.0,1,1,0,0,29,4,2016,As new,1,1,0,0,1,Installed,Gas,€270000
6977,house,house,10647854,de%20pinte,9840,Oost-Vlaanderen,Flanders,1145000,Begijnhofdries 31,C,227.0,0,0,0,1100,30,4,1950,0,5,2,0,0,2,0,0,€1145000
6978,house,house,10647851,gullegem,8560,West-Vlaanderen,Flanders,230000,Gasthuisstraat 1,E,449.0,0,0,0,300,0,2,0,Good,5,1,0,0,1,Installed,0,€230000
6979,apartment,apartment,10647850,kuurne,8520,West-Vlaanderen,Flanders,159000,Gasthuisstraat 1,B,189.0,0,0,0,0,0,2,1977,0,2,0,0,0,0,0,0,€159000
6980,house,house,10647849,dilsen-stokkem,3650,Limburg,Flanders,259000,"Broekhofstraat, 1",D,342.0,0,0,0,309,33,3,1933,Good,3,2,0,0,2,Not installed,0,€259000
6981,house,villa,10289798,maasmechelen,3630,Limburg,Flanders,725000,"Broekhofstraat, 1",C,223.0,0,1,0,997,52,4,1999,0,5,2,0,1,2,Installed,0,€725000
6982,house,house,10647840,mouscron,7700,Hainaut,Wallonia,195000,Avenue de Maire 202,C,196.0,0,1,0,222,0,3,0,0,4,1,0,0,2,Installed,Wood,€195000
6983,house,house,10647838,boom,2850,Antwerpen,Flanders,249000,Amsterdamstraat 15 bus202,F,563.0,0,0,0,343,0,2,1952,To renovate,3,1,0,0,2,Not installed,Gas,€249000
6984,house,house,10647837,gent,9000,Oost-Vlaanderen,Flanders,349000,Zwijnaardsesteenweg 23,B,163.0,0,1,10,50,15,2,0,Just renovated,2,1,1,0,1,Installed,Gas,€349000
6985,apartment,apartment,10647834,hasselt,3510,Limburg,Flanders,267000,Hoogstraat 6,C,284.0,0,0,0,0,25,2,1990,Good,3,2,0,0,2,0,Electric,€267000
6990,house,house,10510118,de%20panne,8660,West-Vlaanderen,Flanders,299000,Langestraat 62,F,931.0,0,0,0,767,14,3,1918,To renovate,3,1,0,0,2,0,0,€299000
6991,house,house,10188714,oudenburg,8460,West-Vlaanderen,Flanders,249000,Marktstraat 20 b1,F,554.0,0,0,0,903,26,3,1937,To be done up,3,1,0,0,1,Installed,0,€249000
6992,house,house,10581030,kortrijk,8500,West-Vlaanderen,Flanders,285000,"Heuleplaats, 16",B,196.0,0,1,0,166,0,3,0,Good,6,2,0,0,2,0,0,€285000
6993,house,house,10647826,neeroeteren,3680,Limburg,Flanders,219500,Langerenstraat 1,F,654.0,0,0,0,923,0,3,1962,0,3,1,0,0,1,Installed,Fuel oil,€219500
6994,apartment,apartment,10647825,neeroeteren,3680,Limburg,Flanders,300000,Langerenstraat 1,B,147.0,0,0,0,0,0,4,1992,0,2,1,0,0,1,Installed,Gas,€300000
6995,house,house,10647824,lochristi,9080,Oost-Vlaanderen,Flanders,299000,Pauwstraat 24,F,676.0,0,0,0,666,0,0,1967,Good,2,1,0,0,1,0,Electric,€299000
6996,house,house,10647822,heusden-zolder,3550,Limburg,Flanders,1390000,Aarschotsesteenweg 201,F,960.0,0,0,0,56741,0,0,0,To renovate,3,1,0,0,0,0,Fuel oil,€1390000
6997,apartment,duplex,10492181,oostende,8400,West-Vlaanderen,Flanders,265000,Zeedijk 148,F,517.0,1,0,0,0,25,2,1989,Good,3,1,0,0,1,0,Electric,€265000
6998,house,house,10647819,brasschaat,2930,Antwerpen,Flanders,269000,Bredabaan 661,F,708.0,0,0,0,875,0,3,1956,To renovate,0,0,0,0,0,0,0,€269000
6999,house,villa,10647817,zedelgem,8210,West-Vlaanderen,Flanders,695000,Leopold 1 laan  87,E,432.0,0,0,0,867,20,4,1985,Good,4,1,0,0,2,0,0,€695000
7000,house,house,10647816,koolkerke,8000,West-Vlaanderen,Flanders,420000,Leopold 1 laan  87,B,125.0,0,0,0,392,43,0,1988,Good,3,1,0,0,2,Installed,0,€420000
7001,house,villa,10647815,sint-genesius-rode,1640,Vlaams-Brabant,Flanders,1445000,Amerikaansestraat 179,B,149.0,0,1,0,3145,0,4,2021,0,4,3,0,0,3,0,0,€1445000
7002,house,house,10647814,brugge,8310,West-Vlaanderen,Flanders,399000,Baron Ruzettelaan 411/01,B,199.0,0,0,0,318,0,0,1998,0,4,2,0,0,0,0,0,€399000
7003,apartment,apartment,10647813,de%20haan,8420,West-Vlaanderen,Flanders,105000,Franchommelaan 90,E,417.0,1,0,0,0,0,2,1974,Good,2,1,0,0,1,0,Electric,€105000
7004,apartment,apartment,10647812,de%20haan,8420,West-Vlaanderen,Flanders,114500,Franchommelaan 90,D,334.0,0,0,0,0,0,2,1974,Good,1,1,0,0,1,Installed,Electric,€114500
7005,house,house,10647811,lanaken,3620,Limburg,Flanders,195000,Industrielaan 32 bus 5,F,670.0,0,1,0,544,32,3,1930,0,4,1,0,1,1,Installed,0,€195000
7006,house,house,10647809,wevelgem,8560,West-Vlaanderen,Flanders,110000,Wevelgemstraat 118,F,834.0,0,0,0,38,25,0,0,0,2,1,0,0,1,0,0,€110000
7007,house,house,10647808,wevelgem,8560,West-Vlaanderen,Flanders,200000,Wevelgemstraat 118,F,944.0,0,0,0,604,60,0,0,0,3,1,0,0,1,0,0,€200000
7009,house,house,10647776,ronse,9600,Oost-Vlaanderen,Flanders,180000,Grote Markt 35,C,225.0,0,1,0,150,0,2,0,To be done up,3,1,0,0,1,Semi equipped,Gas,€180000
7011,house,house,10647772,zwijndrecht,2070,Antwerpen,Flanders,439000,Prinses Josephine Charlottelaan 72,D,306.0,0,0,0,405,0,3,1979,Good,3,1,0,0,2,Installed,0,€439000
7012,house,house,10647769,brecht,2960,Antwerpen,Flanders,449000,Bredabaan 260,F,939.0,0,0,0,1004,0,3,1960,To renovate,5,2,0,0,4,0,Gas,€449000
7013,apartment,ground-floor,10647768,stabroek,2930,Antwerpen,Flanders,25000,Kloosterstraat 89-93,C,251.0,0,0,0,0,0,3,1977,Good,2,1,0,0,1,0,0,€25.000.
7014,house,house,10647767,ekeren,2180,Antwerpen,Flanders,340000,Kloosterstraat 89-93,C,266.0,0,0,0,174,0,2,1930,Good,2,1,0,0,1,0,0,€340000
7015,house,house,10647763,edegem,2650,Antwerpen,Flanders,429000,Antwerpsestraat 34,F,794.0,0,0,0,318,0,3,1956,To be done up,4,1,0,0,0,Semi equipped,Fuel oil,€429000
7016,house,house,10647758,ninove,9400,Oost-Vlaanderen,Flanders,359000,Onkerzelestraat 272,F,763.0,0,0,0,735,0,4,0,To be done up,3,1,0,0,1,Installed,0,€359000
7017,apartment,apartment,10647757,antwerp,2000,Antwerpen,Flanders,550000,Prins Boudewijnlaaan 318,C,243.0,0,0,0,0,0,0,1935,Good,1,1,0,0,0,Installed,Gas,€550000
7018,house,house,10647755,bastogne,6600,Luxembourg,Wallonia,400000,Place Mc Auliffe 40,E,367.0,0,0,0,2995,0,0,1982,Good,2,1,0,0,1,Installed,Fuel oil,€400000
7019,house,house,10647753,boom,2850,Antwerpen,Flanders,375000,Grote Markt 16,B,170.0,0,0,0,150,0,2,1952,Good,4,1,0,0,2,Installed,Gas,€375000
7021,apartment,apartment,10647747,zellik,1731,Vlaams-Brabant,Flanders,239000,Volpestraat 18,B,190.0,0,0,0,0,0,0,1977,0,2,0,0,0,0,0,0,€239000
7022,house,house,10647746,temse,9140,Oost-Vlaanderen,Flanders,239000,Gasthuisstraat 106a,F,531.0,0,1,0,280,0,3,1951,To renovate,3,1,0,0,2,0,Gas,€239000
7023,apartment,duplex,10647745,antwerp,2018,Antwerpen,Flanders,265000,Sint-Jansvliet 5,B,152.0,0,1,0,0,0,2,0,Good,1,1,0,0,2,Installed,Gas,€265000
7024,house,house,10581267,awans,4340,Liï¿½ge,Wallonia,279000,Grand’Route 548,D,314.0,0,1,15,160,30,3,0,Just renovated,2,0,1,0,2,Installed,Gas,€279000
7025,house,house,10535505,li%C3%A8ge,4000,Liï¿½ge,Wallonia,175000,Grand’Route 548,D,338.0,0,0,0,81,25,2,1975,Good,3,0,1,0,2,Semi equipped,Gas,€175000
7026,house,house,10647741,essen,2910,Antwerpen,Flanders,295000,Heidestatiestraat 22,D,352.0,0,1,0,150,0,3,1938,Good,5,1,0,0,1,Installed,Fuel oil,€295000
7027,house,villa,10647739,leignon,5590,Namur,Wallonia,398000,Chaussée de Marche 398,E,345.0,0,0,0,2240,44,4,1998,As new,3,1,1,0,2,Installed,Fuel oil,€398000
7028,house,house,10647738,yvoir,5530,Namur,Wallonia,240000,Chaussée de Marche 398,D,257.0,0,0,0,234,0,2,0,Good,4,0,1,0,2,Installed,Fuel oil,€240000
7029,apartment,apartment-block,10647736,li%C3%A8ge,4020,Liï¿½ge,Wallonia,649000,Rue Monjoie 4,C,199.0,0,1,0,295,0,2,0,Good,8,4,0,0,4,0,Gas,€649000
7030,house,house,10647733,aartselaar,2630,Antwerpen,Flanders,399500,"Fruithoflaan, 1",D,388.0,0,1,0,462,30,0,1965,0,3,1,0,0,0,Not installed,0,€399500
7033,apartment,apartment,10647695,antwerp,2000,Antwerpen,Flanders,309000,Theo Verellenlaan 19,B,200.0,1,0,0,0,0,2,1890,As new,2,1,0,0,1,Hyper equipped,Gas,€309000
7034,house,house,10647690,antwerp,2170,Antwerpen,Flanders,379000,Theo Verellenlaan 19,B,175.0,0,1,0,191,52,2,1986,Good,2,1,1,0,2,Hyper equipped,Gas,€379000
7049,house,house,10647638,avelgem,8580,West-Vlaanderen,Flanders,125000,"Roterijstraat, 202",F,801.0,0,1,0,270,0,2,1936,0,2,1,0,0,1,Semi equipped,Fuel oil,€125000
7050,apartment,apartment,10647633,sint-lambrechts-woluwe,1200,Brussels Hoofdstedelijk Gewest,Brussels,450000,Brusselsesteenweg 527,C,150.0,0,1,15,0,30,2,1900,As new,2,1,0,0,1,Installed,Gas,€450000
7051,apartment,apartment,10647632,boom,2850,Antwerpen,Flanders,285000,Grote Markt 21,A,86.0,0,1,0,0,37,2,2004,Good,2,1,0,0,1,Installed,Gas,€285000
7052,house,mixed-use-building,10647631,leopoldsburg,3970,Limburg,Flanders,149000,Bevrijdingsplein 4,C,288.0,0,0,0,204,0,2,1975,Just renovated,2,1,0,0,1,Hyper equipped,Gas,€149000
7053,house,mixed-use-building,10647630,leopoldsburg,3970,Limburg,Flanders,149000,Bevrijdingsplein 4,C,293.0,0,0,0,204,0,0,1975,As new,2,1,0,0,1,Hyper equipped,Gas,€149000
7054,house,mixed-use-building,10647629,leopoldsburg,3970,Limburg,Flanders,174000,Bevrijdingsplein 4,C,288.0,0,0,0,204,24,2,0,As new,2,1,0,0,1,Hyper equipped,Gas,€174000
7055,house,mixed-use-building,10647628,leopoldsburg,3970,Limburg,Flanders,199000,Bevrijdingsplein 4,C,294.0,0,0,0,204,24,0,1975,Just renovated,2,1,0,0,1,Hyper equipped,Gas,€199000
7056,house,house,10647627,leopoldsburg,3970,Limburg,Flanders,625000,Bevrijdingsplein 4,B,167.0,0,1,36,1221,84,4,2002,As new,3,1,0,0,2,Hyper equipped,Gas,€625000
7057,house,house,10647624,moerbeke,9180,Oost-Vlaanderen,Flanders,198000,"Dorpsstraat, 21",F,728.0,0,1,0,480,0,3,1930,To be done up,4,1,0,0,1,Installed,Gas,€198000
7058,apartment,apartment,10505580,deinze,9800,Oost-Vlaanderen,Flanders,539000,Tussenbruggen 9,B,152.0,0,1,17,0,0,2,0,0,3,2,0,0,2,Hyper equipped,Gas,€539000
7059,house,house,10579564,sinaai,9112,Oost-Vlaanderen,Flanders,369000,"Dorpsstraat, 21",F,544.0,0,0,0,764,45,4,0,To be done up,4,1,0,0,2,0,Fuel oil,€369000
7060,house,house,10647619,mechelen,2800,Antwerpen,Flanders,479000,"Square Ambiorix, 32/11B",B,114.0,0,0,0,0,45,2,0,Just renovated,3,1,0,1,2,Installed,Gas,€479000
7062,house,house,10647617,mechelen,2800,Antwerpen,Flanders,1080000,Oude Schrieksebaan 20,E,401.0,0,1,0,0,0,2,0,0,4,2,0,0,0,0,0,€1080000
7063,house,house,10647615,mechelen,2800,Antwerpen,Flanders,463000,Oude Schrieksebaan 20,C,229.0,0,1,0,449,0,3,1985,To be done up,4,1,0,0,2,Installed,Gas,€463000
7064,house,house,10647613,leopoldsburg,3970,Limburg,Flanders,265000,Kerkhovensesteenweg 447,C,275.0,0,0,0,349,0,2,1948,Good,4,2,0,0,2,0,Fuel oil,€265000
7065,house,house,10647612,mechelen,2800,Antwerpen,Flanders,340000,Oude Schrieksebaan 20,D,396.0,0,1,18,90,0,2,0,Good,3,1,0,0,2,Semi equipped,Gas,€340000
7066,house,mixed-use-building,10647610,deurne,2100,Antwerpen,Flanders,336500,Plantin en Moretuslei 135A,D,321.0,0,0,0,0,22,2,0,Just renovated,2,2,0,0,2,Installed,Gas,€336500
7067,apartment,apartment,10647595,putte,2580,Antwerpen,Flanders,259000,Leuvensesteenweg 215,C,269.0,0,1,0,0,0,0,0,Good,2,1,0,0,1,Installed,Gas,€259000
7068,apartment,apartment,10647594,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,299000,Chaussée d'Alsemberg 212,D,194.0,0,1,4,0,31,2,1962,To renovate,2,1,0,0,1,0,Fuel oil,€299000
7069,house,mixed-use-building,10647581,keerbergen,3140,Vlaams-Brabant,Flanders,1295000,Vismarkt 10 c,B,188.0,0,1,11,1560,49,4,2001,0,5,4,1,1,5,0,Fuel oil,€1295000
7070,house,villa,10647580,keerbergen,3140,Vlaams-Brabant,Flanders,1295000,Vismarkt 10 c,B,188.0,0,1,11,1560,49,4,2001,0,5,4,1,1,5,0,Fuel oil,€1295000
7071,apartment,apartment,10647579,ganshoren,1083,Brussels Hoofdstedelijk Gewest,Brussels,265000,"Avenue Van Overbeke 55, B 7",E,255.0,0,1,10,0,31,0,1966,0,3,1,0,0,1,Installed,Gas,€265000
7072,house,mixed-use-building,10647578,frasnes-lez%20-%20buissenal,7911,Hainaut,Wallonia,285000,Porte d'Ogy 78,B,102.0,0,0,0,208,0,2,0,Good,3,2,0,0,3,Installed,Gas,€285000
7073,house,house,10647577,frasnes-lez%20-%20buissenal,7911,Hainaut,Wallonia,525000,Porte d'Ogy 78,B,102.0,0,0,0,208,0,2,0,Good,3,2,0,0,3,Installed,Gas,€525000
7074,apartment,apartment,10647576,frasnes-lez%20-%20buissenal,7911,Hainaut,Wallonia,525000,Porte d'Ogy 78,B,102.0,0,0,0,0,0,2,0,Good,3,2,0,0,3,Installed,Gas,€525000
7075,apartment,apartment,10647574,frasnes-lez%20-%20buissenal,7911,Hainaut,Wallonia,285000,Porte d'Ogy 78,B,102.0,0,0,0,0,0,2,0,Good,3,2,0,0,3,Installed,Gas,€285000
7076,house,house,10647567,schelle,2627,Antwerpen,Flanders,549000,Britselei 42,A,95.0,0,0,0,0,58,3,2014,0,4,1,0,0,2,Installed,0,€549000
