,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2
847,apartment,apartment,10665546,temse,9140,Oost-Vlaanderen,Flanders,259000,Prinses Josephine Charlottelaan 72,3,C,253.0,0,1,0,0,0,3,1974,Just renovated,0,1,0,0,1,Installed,Fuel oil,259000,€259000,1
848,house,villa,10665544,temse,9140,Oost-Vlaanderen,Flanders,1589000,Bredabaan 260,10,C,211.0,0,1,0,4670,0,4,1977,As new,0,3,0,0,0,Hyper equipped,Gas,1589000,€1589000,1
849,house,house,10665533,deurne,2100,Antwerpen,Flanders,299000,Bischoppenhoflaan 284,4,D,302.0,0,0,0,170,30,2,0,To renovate,0,1,0,0,2,Semi equipped,Gas,299000,€299000,0
850,apartment,apartment,10665528,mechelen-bovelingen,3870,Limburg,Flanders,292500,Tiensesteenweg 227/101,3,A+,-20.0,0,1,47,0,0,2,2022,0,0,1,0,0,0,Installed,0,292500,€292500,1
851,house,house,10665527,sint-truiden,3800,Limburg,Flanders,179000,Tiensesteenweg 227/101,2,C,292.0,0,0,0,0,0,2,1959,To renovate,0,1,0,0,0,Semi equipped,Gas,179000,€179000,0
852,house,house,10553098,genk,3600,Limburg,Flanders,285000,Tiensesteenweg 227/101,3,F,665.0,0,0,0,558,0,4,1973,Good,0,1,0,0,1,Installed,Fuel oil,285000,€285000,0
853,apartment,apartment,10665525,wilrijk,2610,Antwerpen,Flanders,279000,Sint-Jansvliet 5,2,B,158.0,0,1,6,0,0,2,2008,Good,0,1,0,1,1,Installed,Gas,279000,€279000,1
854,apartment,apartment,10665522,gent,9000,Oost-Vlaanderen,Flanders,239000,Antwerpsesteenweg 211,2,B,151.0,0,1,14,0,26,0,1980,Good,0,1,0,0,1,Installed,0,239000,€239000,1
855,apartment,apartment,10665521,sint-amandsberg,9040,Oost-Vlaanderen,Flanders,239000,Antwerpsesteenweg 211,2,B,151.0,0,1,14,0,26,0,1980,Good,0,1,0,0,1,Installed,0,239000,€239000,1
856,apartment,ground-floor,10665519,gent,9000,Oost-Vlaanderen,Flanders,339000,Antwerpsesteenweg 211,3,C,272.0,0,1,65,0,26,0,0,As new,0,0,1,1,1,Installed,Gas,339000,€339000,1
857,house,house,10665516,poederlee,2275,Antwerpen,Flanders,289000,Wechelsebaan 64,4,F,618.0,0,1,35,616,31,0,1972,To renovate,0,1,0,0,1,Semi equipped,Gas,289000,€289000,1
858,house,house,10588935,mornimont,5190,Namur,Wallonia,239000,Rue du centre 24,4,G,663.0,0,0,0,530,27,4,0,Good,0,1,1,1,3,Semi equipped,Fuel oil,239000,€239000,0
859,house,house,10665508,braine-l%27alleud,1420,Brabant wallon,Wallonia,327500,"Avenue Napoléon, 1",3,D,262.0,0,1,21,201,29,2,1970,0,0,1,0,0,2,Installed,Gas,327500,€327500,1
860,house,house,10665502,montegn%C3%89e,4420,Liï¿½ge,Wallonia,269000,Route du Condroz 94,4,D,321.0,0,0,0,455,0,3,0,0,0,1,0,0,0,Installed,0,269000,€269000,0
861,house,house,10665501,vezin,5300,Namur,Wallonia,699000,Route du Condroz 94,5,G,595.0,0,0,0,6250,0,4,1870,0,0,1,2,0,3,0,Electric,699000,€699000,0
862,house,house,10665500,vezin,5300,Namur,Wallonia,499000,Route du Condroz 94,5,G,595.0,0,0,0,2950,0,4,1870,0,0,1,2,0,3,0,Electric,499000,€499000,0
863,house,house,10665498,seraing,4100,Liï¿½ge,Wallonia,159000,Route du Condroz 94,2,E,392.0,0,1,16,182,32,0,0,0,0,1,0,0,0,0,0,159000,€159000,1
864,house,house,10554963,stabroek,2940,Antwerpen,Flanders,430000,Paalstraat 70,3,C,256.0,0,1,42,447,32,3,1960,Good,0,1,0,0,0,Installed,Gas,430000,€430000,1
865,house,house,10665484,geraardsbergen,9500,Oost-Vlaanderen,Flanders,240000,Grote Markt 35,3,B,138.0,0,0,0,58,20,2,2019,Just renovated,0,1,0,0,2,Installed,Gas,240000,€240000,0
867,house,villa,10665470,beringen,3582,Limburg,Flanders,349000,Guido Gezellelaan 44,6,C,207.0,0,1,0,1648,0,4,1974,Good,0,2,1,0,3,Installed,Gas,349000,€349000,1
868,house,house,10665469,hasti%C3%88re-lavaux,5540,Namur,Wallonia,129000,Guido Gezellelaan 44,3,B,164.0,0,1,0,620,0,4,2016,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,129000,€129000,1
869,house,house,10665464,beringen,3582,Limburg,Flanders,349000,Guido Gezellelaan 44,6,C,207.0,0,1,0,1648,0,4,1974,Good,0,2,1,0,3,Installed,Gas,349000,€349000,1
870,house,house,10665462,blankenberge,8370,West-Vlaanderen,Flanders,139000,Grote Markt 1,4,F,627.0,1,1,0,83,0,2,0,Good,0,0,0,0,1,Semi equipped,Gas,139000,€139000,1
871,house,house,10577036,zoersel,2980,Antwerpen,Flanders,895000,Wolvenbosdreef 6,3,F,532.0,0,1,0,5610,0,0,0,Good,0,0,1,0,2,Hyper equipped,Gas,895000,€895000,1
872,house,house,10665461,leuven,3000,Vlaams-Brabant,Flanders,359000,Vismarkt 10 c,3,C,256.0,0,0,0,43,0,3,1930,0,0,1,1,0,1,0,Gas,359000,€359000,0
873,house,house,10665460,farciennes,6240,Hainaut,Wallonia,239000,Rue Charles Dupret 13,2,F,475.0,0,0,0,875,0,4,0,0,0,1,0,0,0,Semi equipped,Fuel oil,239000,€239000,0
874,house,house,10665458,leuven,3000,Vlaams-Brabant,Flanders,849000,Vismarkt 10 c,6,B,137.0,0,1,22,100,32,2,0,Just renovated,0,2,0,0,3,0,Gas,849000,€849000,1
875,apartment,apartment,10665455,antwerp,2000,Antwerpen,Flanders,239000,Museumstraat 50,1,C,258.0,0,0,0,0,28,0,0,0,0,1,0,0,1,Installed,Gas,239000,€239000,0
876,apartment,apartment,10665454,antwerp,2000,Antwerpen,Flanders,485000,Museumstraat 50,1,B,147.0,0,1,30,0,0,2,2022,0,0,1,0,0,1,Installed,0,485000,€485000,1
877,house,villa,10665453,eupen,4700,Liï¿½ge,Wallonia,890000,Route de Herbesthal 89,5,C,192.0,0,1,100,3433,0,4,1989,Good,0,2,0,0,4,Hyper equipped,Fuel oil,890000,€890000,1
878,house,house,10665452,puurs-sint-amands,2890,Antwerpen,Flanders,495000,Korenmarkt 8,3,E,463.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Gas,495000,€495000,0
879,house,villa,10665450,wielsbeke,8710,West-Vlaanderen,Flanders,550000,"Roterijstraat, 202",4,C,228.0,0,1,0,801,0,4,2005,Good,0,1,0,0,0,Installed,Gas,550000,€550000,1
880,house,house,10665439,lokeren,9160,Oost-Vlaanderen,Flanders,210000,Durmelaan 24,3,C,255.0,0,0,0,103,0,2,1965,Good,0,0,0,0,2,0,Gas,210000,€210000,0
881,apartment,apartment,10665438,mechelen,2800,Antwerpen,Flanders,23000,Dorp 35,3,B,174.0,0,0,0,0,0,2,1966,Good,0,1,0,0,2,0,Gas,23000,€23.000,0
882,house,house,10665437,menen,8930,West-Vlaanderen,Flanders,99000,Vierkeerstraat 2 bus 2,3,E,434.0,0,0,0,55,12,2,0,To renovate,0,1,0,0,1,0,Gas,99000,€99000,0
883,house,house,10665436,menen,8930,West-Vlaanderen,Flanders,220000,Vierkeerstraat 2 bus 2,4,B,181.0,0,0,0,123,16,2,1918,Good,0,1,0,0,2,0,Gas,220000,€220000,0
885,apartment,apartment,10665434,sint-andries,8200,West-Vlaanderen,Flanders,220000,Brugsestraat 1,2,D,397.0,0,1,0,0,0,2,1965,Good,0,1,0,0,1,0,Gas,220000,€220000,1
886,house,house,10665431,ieper,8900,West-Vlaanderen,Flanders,119000,Dikkebusseweg 99,2,C,217.0,0,0,0,0,0,4,0,To renovate,0,2,0,0,2,0,0,119000,€119000,0
887,house,house,10665428,oostende,8400,West-Vlaanderen,Flanders,495000,"Nieuwpoortsesteenweg, 74",4,D,336.0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,Gas,495000,€495000,0
888,house,house,10665426,halle,1500,Vlaams-Brabant,Flanders,259000,Basiliekstraat 136,3,D,371.0,0,1,0,80,26,4,0,To be done up,0,1,0,1,0,0,0,259000,€259000,1
889,apartment,apartment,10665419,ninove,9400,Oost-Vlaanderen,Flanders,199000,Parklaan 187,2,D,388.0,0,1,20,0,20,0,0,Good,0,0,0,0,1,Installed,Gas,199000,€199000,1
891,apartment,duplex,10665406,willebroek,2830,Antwerpen,Flanders,305000,Dorpshart 10,3,B,146.0,0,1,12,0,30,0,2014,Good,0,1,0,0,2,Hyper equipped,Gas,305000,€305000,1
892,house,house,10665403,waregem,8790,West-Vlaanderen,Flanders,315000,Stormestraat 100,3,C,247.0,0,1,0,292,27,2,0,Good,0,0,0,0,2,Installed,Gas,315000,€315000,1
893,house,house,10665402,lonzee,5030,Namur,Wallonia,250000,Chaussee de Charleroi 59 B,2,F,491.0,0,0,0,427,0,3,1961,To renovate,0,0,1,0,1,Not installed,0,250000,€250000,0
894,house,exceptional-property,10665398,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,1950000,Chaussée de Waterloo 1382,6,G,744.0,0,1,0,1100,0,4,1951,To renovate,0,5,0,0,0,Not installed,Gas,1950000,€1950000,1
895,apartment,apartment,10665395,ledeberg,9050,Oost-Vlaanderen,Flanders,245000,Kouter 98,2,B,129.0,0,1,15,0,0,4,1969,Good,0,1,0,0,1,Installed,Gas,245000,€245000,1
896,house,house,10665394,roeselare,8800,West-Vlaanderen,Flanders,275000,Grote Markt 13,3,E,403.0,0,1,0,524,0,3,1970,To be done up,0,1,0,0,1,Installed,Fuel oil,275000,€275000,1
897,apartment,apartment,10665390,westende,8434,West-Vlaanderen,Flanders,159000,Leopoldlaan 1,1,D,311.0,0,0,0,0,0,2,1977,Good,0,1,0,0,0,Installed,Electric,159000,€159000,0
898,house,chalet,10665378,stekene,9190,Oost-Vlaanderen,Flanders,235000,Gentse Baan 45A,2,E,419.0,0,0,0,4197,0,4,2007,Good,0,2,0,1,0,0,Gas,235000,€235000,0
899,apartment,apartment-block,10665364,rocourt,4000,Liï¿½ge,Wallonia,249000,Chaussée de Tongres 325,3,E,396.0,0,0,0,220,0,2,0,0,0,0,0,0,0,0,0,249000,€249000,0
900,apartment,duplex,10665348,antwerpen%20merksem,2170,Antwerpen,Flanders,275000,Jan Van Gentsctraat 5,2,B,114.0,0,0,0,0,38,2,0,As new,0,1,0,0,1,0,Gas,275000,€275000,0
901,house,house,10623647,gingelom,3890,Limburg,Flanders,249000,Leuvensestraat 70,3,D,323.0,0,1,40,481,28,3,1993,To be done up,0,1,0,1,0,Installed,0,249000,€249000,1
902,apartment,duplex,10665345,laeken,1020,Brussels Hoofdstedelijk Gewest,Brussels,299000,Rue de Wand 25,2,D,210.0,0,0,0,0,29,2,1960,0,0,1,2,0,2,Installed,Gas,299000,€299000,0
903,apartment,apartment,10665343,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,250000,Rue Basse 21-23 Bte15 b1,3,E,268.0,0,1,13,0,27,2,0,To be done up,0,1,0,0,2,Not installed,Gas,250000,€250000,1
905,apartment,apartment,10665341,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,155000,Rue Basse 21-23 Bte15 b1,1,G,888.0,0,0,0,0,16,3,0,To renovate,0,1,0,0,1,0,Gas,155000,€155000,0
906,apartment,apartment,10665340,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,350000,Rue Basse 21-23 Bte15 b1,2,D,195.0,0,1,24,0,27,3,0,Good,0,1,1,0,1,Hyper equipped,0,350000,€350000,1
907,apartment,apartment,10665339,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,340000,Rue Basse 21-23 Bte15 b1,2,E,257.0,0,1,0,0,0,2,0,As new,0,1,0,0,1,USA hyper equipped,Electric,340000,€340000,1
908,apartment,service-flat,10665337,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,420000,Rue Basse 21-23 Bte15 b1,2,D,198.0,0,1,23,0,28,2,0,As new,0,1,0,0,1,Hyper equipped,0,420000,€420000,1
909,apartment,apartment,10665336,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,399000,Rue Basse 21-23 Bte15 b1,3,E,231.0,0,1,46,0,50,3,0,As new,0,2,1,0,2,Hyper equipped,Gas,399000,€399000,1
910,apartment,apartment,10665335,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,299000,Rue Basse 21-23 Bte15 b1,3,D,176.0,0,1,13,0,26,2,0,Good,0,1,0,0,1,Not installed,Gas,299000,€299000,1
911,house,house,10665334,watermael-boitsfort,1170,Brussels Hoofdstedelijk Gewest,Brussels,498000,Rue Basse 21-23 Bte15 b1,3,D,187.0,0,1,15,0,22,4,0,As new,0,1,0,1,2,USA installed,Gas,498000,€498000,1
912,house,house,10665332,bruxelles,1020,Brussels Hoofdstedelijk Gewest,Brussels,698000,Rue Basse 21-23 Bte15 b1,3,G,435.0,0,1,0,600,34,4,0,As new,0,1,0,1,2,USA hyper equipped,Gas,698000,€698000,1
913,apartment,apartment,10665331,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,448000,Rue Basse 21-23 Bte15 b1,3,E,231.0,0,1,46,0,50,3,0,As new,0,2,1,0,2,Hyper equipped,Gas,448000,€448000,1
914,apartment,apartment,10665330,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,698000,Rue Basse 21-23 Bte15 b1,4,D,174.0,0,1,10,0,52,2,0,Good,0,3,1,0,3,Semi equipped,Gas,698000,€698000,1
915,apartment,duplex,10665329,laeken,1020,Brussels Hoofdstedelijk Gewest,Brussels,359000,Avenue de L'amarante 39,3,D,156.0,0,1,10,0,0,2,1950,As new,0,2,1,0,2,USA installed,0,359000,€359000,1
916,apartment,apartment,10665328,bruxelles,1020,Brussels Hoofdstedelijk Gewest,Brussels,200000,Avenue de L'amarante 39,2,G,803.0,0,1,2,0,21,2,1959,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,200000,€200000,1
917,house,house,10665327,grez-doiceau,1390,Brabant wallon,Wallonia,265000,"Chaussée de Jodoigne, 29",3,G,583.0,0,1,0,806,30,3,0,To renovate,0,1,0,0,1,Installed,Fuel oil,265000,€265000,1
918,apartment,duplex,10665326,fontainel%27ev%C3%AAque,6142,Hainaut,Wallonia,280000,Boulevard Tirou 94,3,B,126.0,0,1,10,0,30,2,2005,As new,0,1,0,0,1,0,Gas,280000,€280000,1
919,house,house,10665320,veurne,8630,West-Vlaanderen,Flanders,472000,Noordstraat 10,4,B,136.0,0,0,0,859,0,4,1988,Good,0,2,0,0,2,Installed,Gas,472000,€472000,0
920,house,house,10665319,sint-michiels,8200,West-Vlaanderen,Flanders,325000,Vlamingstraat 62,3,C,207.0,0,1,0,0,0,3,1978,As new,0,1,0,0,1,Installed,Gas,325000,€325000,1
922,house,manor-house,10665317,sint-michiels,8200,West-Vlaanderen,Flanders,2500000,Vlamingstraat 62,4,B,175.0,0,1,0,113332,0,4,1899,Good,0,2,0,0,0,Installed,0,2500000,€2500000,1
923,house,house,10665316,zedelgem,8210,West-Vlaanderen,Flanders,352000,Vlamingstraat 62,4,E,404.0,0,1,0,614,0,4,1974,To be done up,0,1,0,0,1,Installed,Gas,352000,€352000,1
924,house,house,10665314,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,259000,"Boulevard Louis Mettewie 262, Bte 18",2,G,454.0,0,1,17,0,27,2,0,0,0,1,0,0,2,Installed,Gas,259000,€259000,1
925,apartment,ground-floor,10665306,profondeville,5170,Namur,Wallonia,299000,"Avenue Albert 1er, 46",3,C,171.0,0,1,72,0,50,4,0,As new,0,0,3,1,2,0,Gas,299000,€299000,1
927,house,house,10665299,kortenberg,3070,Vlaams-Brabant,Flanders,665000,Tervuursevest 356,4,E,476.0,0,1,0,580,0,4,1955,Good,0,2,0,0,0,0,Gas,665000,€665000,1
928,apartment,duplex,10665297,neupr%C3%A9,4120,Liï¿½ge,Wallonia,119000,Rue de Plainevaux 102,2,F,490.0,0,0,0,0,27,3,0,To be done up,0,1,0,0,0,0,Fuel oil,119000,€119000,0
929,apartment,apartment,10655697,berchem-sainte-agathe,1082,Brussels Hoofdstedelijk Gewest,Brussels,425000,Avenue de l'Hopital Français 15,2,B,95.0,0,1,95,0,53,3,2012,0,0,1,0,0,0,0,0,425000,€425000,1
930,apartment,penthouse,10655696,berchem-sainte-agathe,1082,Brussels Hoofdstedelijk Gewest,Brussels,425000,Avenue de l'Hopital Français 15,2,B,95.0,0,1,95,0,53,3,2012,As new,0,1,0,0,0,USA hyper equipped,Gas,425000,€425000,1
931,house,house,10665296,kessel-lo%20%28leuven%29,3010,Vlaams-Brabant,Flanders,545000,Tervuursevest 356,2,C,282.0,0,0,0,293,0,3,1963,Good,0,1,0,0,0,0,Fuel oil,545000,€545000,0
932,apartment,apartment,10665291,herentals,2200,Antwerpen,Flanders,179000,Grote Markt 10,1,B,171.0,0,1,0,0,0,3,2004,Good,0,1,0,0,1,Semi equipped,Gas,179000,€179000,1
933,house,house,10665284,lommel,3920,Limburg,Flanders,425000,Statiestraat 47,4,B,151.0,0,1,20,544,64,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,425000,€425000,1
936,apartment,flat-studio,10665277,namur,5000,Namur,Wallonia,85000,Chaussée de Bruxelles 23 (sur N5),1,D,289.0,0,0,0,0,16,0,1930,Good,0,0,1,0,1,Semi equipped,Gas,85000,€85000,0
938,apartment,apartment,10665274,waremme,4300,Liï¿½ge,Wallonia,320000,"rue De Huy, 273",3,B,152.0,0,1,40,0,25,0,2007,As new,0,1,0,0,3,Installed,Gas,320000,€320000.,1
939,house,house,10665267,macquenoise,6593,Hainaut,Wallonia,110000,Rue des ormeaux 14,3,F,504.0,0,0,0,900,27,4,0,0,0,1,0,0,0,Not installed,0,110000,€110000,0
940,house,house,10665264,gilly%20%28charleroi%29,6060,Hainaut,Wallonia,120000,Rue de Montigny 38,1,G,554.0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,Gas,120000,€120000,0
942,apartment,apartment,10665261,mons,7000,Hainaut,Wallonia,215000,Rue de Nimy 31A/0-1,2,B,168.0,0,1,4,0,0,2,0,0,0,1,0,0,0,Installed,Gas,215000,€215000,1
944,house,manor-house,10665256,maarkedal,9680,Oost-Vlaanderen,Flanders,1750000,markt 9,7,B,106.0,0,1,50,4711,0,4,1850,As new,0,8,0,0,1,Installed,0,1750000,€1750000,1
945,apartment,apartment,10665254,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,239000,Avenue François Sebrechts 26,2,C,131.0,0,1,13,0,47,2,1966,As new,0,1,0,0,2,Hyper equipped,Gas,239000,€239000,1
946,apartment,duplex,10665236,waregem,8790,West-Vlaanderen,Flanders,285000,Stationstraat 31,2,B,134.0,0,1,6,0,0,4,2005,As new,0,1,0,0,2,Installed,Gas,285000,€285000,1
948,house,house,10665232,lommel,3920,Limburg,Flanders,359000,Kapittelhof 22,3,D,355.0,0,0,0,865,0,4,1973,To be done up,0,1,0,0,0,0,Gas,359000,€359000,0
949,apartment,apartment,10665231,brugge,8000,West-Vlaanderen,Flanders,739000,Vlamingstraat 62,9,B,192.0,1,1,0,0,0,2,1918,Good,0,3,0,0,4,Installed,Gas,739000,€739000,1
950,house,house,10665230,schilde,2970,Antwerpen,Flanders,389000,Bredabaan 467a,2,F,532.0,0,0,0,550,0,3,1970,Good,0,1,0,0,0,0,Gas,389000,€389000,0
951,apartment,apartment,10665227,schoten,2900,Antwerpen,Flanders,265000,Lambrechtshoekenlaan 183,2,C,264.0,0,1,40,0,0,4,1970,Good,0,1,0,0,1,Installed,Gas,265000,€265000,1
952,house,house,10665226,merksem,2170,Antwerpen,Flanders,289900,Lambrechtshoekenlaan 183,5,F,815.0,0,0,0,207,0,2,1955,To renovate,0,1,0,0,0,0,0,289900,€289900,0
953,house,house,10665225,strombeek-bever,1853,Vlaams-Brabant,Flanders,560000,Verbeytstraat 1/1,5,F,669.0,0,1,0,1040,0,4,1935,Good,0,2,0,0,1,0,0,560000,€560000,1
961,house,house,10665217,wortegem-petegem,9790,Oost-Vlaanderen,Flanders,485000,Abeelstraat 26A,4,C,216.0,0,1,0,1070,0,4,0,Good,0,1,0,0,2,Installed,Fuel oil,485000,€485000,1
963,apartment,apartment,10665207,gembloux,5030,Namur,Wallonia,270000,Chaussee de Charleroi 59 B,3,B,140.0,0,0,0,0,50,3,2022,0,0,1,0,0,1,Semi equipped,Gas,270000,€270000,0
964,apartment,apartment-block,10665206,gembloux,5030,Namur,Wallonia,1470000,Chaussee de Charleroi 59 B,9,B,96.0,0,1,42,983,96,3,2022,0,0,2,1,0,5,Semi equipped,Gas,1470000,€1470000,1
965,house,house,10665205,enghien,7850,Hainaut,Wallonia,590000,Impasse Saint-Paul 16,4,C,202.0,0,1,40,40,60,2,0,As new,0,2,0,0,3,Hyper equipped,Gas,590000,€590000,1
966,house,house,10665194,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,695000,Avenue Reine Astrid 92A,3,E,227.0,0,1,15,181,60,2,1964,As new,0,2,2,1,3,USA hyper equipped,0,695000,€695000,1
967,house,house,10665193,aalst,9300,Oost-Vlaanderen,Flanders,195000,Molenstraat 22A,4,F,521.0,0,0,0,60,12,2,1899,Good,0,1,0,0,0,0,Gas,195000,€195000,0
969,house,house,10665189,westerlo,2260,Antwerpen,Flanders,389000,Markt 20,4,D,357.0,0,1,0,1332,0,4,1960,Just renovated,0,1,0,0,2,0,Gas,389000,€389000,1
970,house,house,10665188,olmen,2491,Antwerpen,Flanders,225000,Markt 20,3,E,492.0,0,1,0,440,0,3,0,To be done up,0,1,0,0,1,0,Pellet,225000,€225000,1
971,house,house,10665185,rijkevorsel,2310,Antwerpen,Flanders,581000,Lierselei 13/1,6,B,197.0,0,0,0,0,0,2,0,Good,0,3,0,0,0,0,0,581000,€581000,0
972,house,house,10665181,aalst%20meldert,9310,Oost-Vlaanderen,Flanders,400000,Graanmarkt 10,3,E,428.0,0,1,0,1020,40,4,0,To be done up,0,1,0,0,1,USA installed,Fuel oil,400000,€400000,1
973,house,house,10665180,affligem,1790,Vlaams-Brabant,Flanders,400000,Graanmarkt 10,3,E,428.0,0,1,0,1020,40,4,0,To be done up,0,1,0,0,1,USA installed,Fuel oil,400000,€400000,1
974,house,house,10665176,ittre,1460,Brabant wallon,Wallonia,240000,Rue De Mons 46,3,F,478.0,0,1,20,375,25,3,1974,Good,0,1,0,1,1,Semi equipped,Gas,240000,€240000,1
977,house,house,10665167,bouwel,2288,Antwerpen,Flanders,549000,Antwerpsesteenweg 359,3,C,255.0,0,1,0,700,0,4,1999,Good,0,1,1,0,2,USA hyper equipped,Gas,549000,€549000,1
978,house,house,10665164,hofstade,9308,Oost-Vlaanderen,Flanders,238000,Keiberg 16,2,F,1090.0,0,1,16,210,0,3,1930,0,0,1,1,0,1,Installed,Gas,238000,€238000,1
979,house,house,10665163,haine-st-pierre,7100,Hainaut,Wallonia,325000,Grand Place 33,3,B,151.0,0,0,0,289,0,3,0,Good,0,0,1,0,1,Installed,Gas,325000,€325000,0
980,house,house,10665160,ath,7800,Hainaut,Wallonia,190000,"Rue de Nazareth , 15",2,D,303.0,0,0,0,240,31,3,0,Good,0,1,1,1,1,Semi equipped,Gas,190000,€190000,0
981,apartment,flat-studio,10665158,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,25000,Parvis Sainte-Alix 37,0,C,113.0,0,1,5,0,27,2,2017,As new,0,1,1,0,1,USA hyper equipped,Gas,25000,€25.000,1
984,house,house,10665137,ninove,9400,Oost-Vlaanderen,Flanders,325000,Meyskensstraat 222,2,B,116.0,0,1,20,183,23,2,1930,As new,0,1,0,0,2,Installed,Gas,325000,€325000,1
985,house,house,10665136,denderleeuw,9470,Oost-Vlaanderen,Flanders,480000,Meyskensstraat 222,3,E,446.0,0,1,10,730,40,3,1972,Good,0,1,1,1,2,Installed,Gas,480000,€480000,1
986,house,house,10665123,mechelen,2800,Antwerpen,Flanders,469000,Guldenstraat 22,3,B,191.0,0,0,0,0,0,0,0,Good,0,1,0,0,2,Installed,Gas,469000,€469000,0
987,house,house,10665121,opwijk,1745,Vlaams-Brabant,Flanders,375000,Schoolstraat 101,4,F,806.0,0,1,0,2037,0,4,1965,0,0,1,0,0,2,0,Fuel oil,375000,€375000,1
988,house,house,10665119,moerbeke,9180,Oost-Vlaanderen,Flanders,239000,Durmelaan 24,2,F,602.0,0,0,0,280,0,3,1918,Good,0,1,0,0,2,0,Gas,239000,€239000,0
989,house,house,10665118,scheldewindeke,9860,Oost-Vlaanderen,Flanders,439000,Stationsstraat 76,3,F,559.0,0,1,0,624,0,4,1976,Good,0,1,0,1,2,0,Electric,439000,€439000,1
990,house,house,10665117,lennik,1750,Vlaams-Brabant,Flanders,319000,"Ninoofsesteenweg, 255",3,D,359.0,0,0,0,766,18,2,1937,Good,0,2,0,1,0,0,Gas,319000,€319000,0
991,house,house,10665116,rijmenam,2820,Antwerpen,Flanders,435000,Dorp 35,3,D,384.0,0,0,0,1466,36,4,1976,Good,0,1,0,0,1,0,Fuel oil,435000,€435000,0
992,house,house,10665112,schriek,2223,Antwerpen,Flanders,319000,Markt 16 bus 1,3,E,423.0,0,0,0,1244,32,4,1966,Good,0,1,0,0,2,Installed,Gas,319000,€319000,0
993,apartment,apartment,10665104,blankenberge,8370,West-Vlaanderen,Flanders,229000,Graaf Jansdijk 6/001,2,B,146.0,0,0,0,0,25,2,2008,Good,0,1,0,1,1,0,Gas,229000,€229000,0
994,house,manor-house,10665100,hamme,9220,Oost-Vlaanderen,Flanders,1750000,Patotterijstraat 29,5,B,129.0,0,0,0,8654,0,4,0,Good,0,3,0,0,0,0,Gas,1750000,€1750000,0
995,house,house,10665096,wachtebeke,9185,Oost-Vlaanderen,Flanders,339000,Oostkade 2A,3,C,294.0,0,1,0,493,0,4,2002,Good,0,1,0,0,0,0,Gas,339000,€339000,1
996,house,house,10665091,ekeren,2180,Antwerpen,Flanders,349000,Hoek 29,4,C,271.0,0,0,0,126,0,2,1964,Good,0,1,0,0,0,0,Gas,349000,€349000,0
997,house,house,10665090,moorslede,8890,West-Vlaanderen,Flanders,385000,Sint-Petrus en Paulusstraat 17 bus 1,3,D,370.0,0,1,0,845,0,4,1999,Good,0,1,0,0,2,0,Electric,385000,€385000,1
998,house,house,10665089,roeselare,8800,West-Vlaanderen,Flanders,324000,Sint-Petrus en Paulusstraat 17 bus 1,3,C,265.0,0,1,0,271,0,2,0,Good,0,0,0,1,1,0,Gas,324000,€324000,1
999,house,house,10665088,roeselare,8800,West-Vlaanderen,Flanders,349000,Sint-Petrus en Paulusstraat 17 bus 1,4,C,202.0,0,1,0,354,0,3,0,Good,0,0,0,0,2,0,Gas,349000,€349000,1
1000,house,house,10665087,roeselare,8800,West-Vlaanderen,Flanders,375000,Sint-Petrus en Paulusstraat 17 bus 1,4,B,156.0,0,1,0,320,0,3,0,Good,0,0,0,0,2,0,Gas,375000,€375000,1
1003,house,house,10665068,wilsele,3012,Vlaams-Brabant,Flanders,375000,Leuvensesteenweg 417,3,F,614.0,0,1,0,779,0,4,1963,To renovate,0,1,0,0,0,0,Gas,375000,€375000,1
1004,house,house,10665052,wezembeek-oppem,1970,Vlaams-Brabant,Flanders,460000,Rue Archimède 41,3,D,389.0,0,1,20,187,45,2,1890,Good,0,1,0,0,2,Hyper equipped,Gas,460000,€460000,1
