,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Terrace2,Provincie,Gemeenschap
156,€399000,Vrijheid 147,2,Not specified,Not specified,0,1,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667149,2390,399000,1,Antwerpen,Flanders
157,€349000,Kasteeldreef 15,2,D,385,0,1,12,0,43,2,1979,To renovate,0,1,0,0,0,0,Gas,10667148,9120,349000,1,Oost-Vlaanderen,Flanders
158,€248565,Overleiestraat 79,2,Not specified,Not specified,0,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10667147,8550,248565,0,West-Vlaanderen,Flanders
159,€453000,Kapelanielaan 9c,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667129,9280,453000,0,Oost-Vlaanderen,Flanders
160,€575000,Dorp 41,2,E,438,0,0,0,808,36,4,1989,Good,0,1,0,0,0,0,Electric,10667127,9290,575000,0,Oost-Vlaanderen,Flanders
161,€399500,Stationsstraat 73,3,Not specified,Not specified,0,0,0,461,0,3,2022,As new,0,1,0,1,2,Hyper equipped,Gas,10667121,3945,399500,0,Limburg,Flanders
162,€145000,Rue de Plainevaux 102,2,D,300,0,0,0,0,28,3,0,To be done up,0,1,0,0,0,0,Gas,8,3,145000,0,,
163,€381000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,343,0,3,2022,As new,0,1,0,1,2,Hyper equipped,Gas,10667108,3945,381000,0,Limburg,Flanders
164,€388500,Kapelanielaan 9c,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667105,9190,388500,0,Oost-Vlaanderen,Flanders
165,€1600/month,2 Rue Solleveld,3,C,191,0,0,0,13,0,4,1977,As new,0,1,2,1,0,Installed,0,10667102,1435,1600,0,Brabant wallon,Wallonia
166,€335000,Boulevard d'Avroy 19,0,A,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667068,4031,335000,0,Liï¿½ge,Wallonia
167,€393500,Stationsstraat 73,3,Not specified,Not specified,0,0,0,392,0,3,2022,As new,0,1,0,1,2,Hyper equipped,Gas,10667054,3945,393500,0,Limburg,Flanders
168,€620000,Boulevard d'Avroy 19,0,A,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667039,4000,620000,0,Liï¿½ge,Wallonia
169,€690000,Rue de Wynants 9,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667037,15238,690000,0,,
170,€315000,Vrijheid 147,2,Not specified,Not specified,0,1,12,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667036,2390,315000,1,Antwerpen,Flanders
171,€169000,Rue Simon 46/2,1,C,202,0,0,0,0,20,2,0,Good,0,1,0,0,1,0,Gas,8,3,169000,0,,
172,€325000,Statiestraat 47,4,D,376,0,1,0,572,0,0,0,Good,0,0,0,0,2,Installed,Fuel oil,10667023,2400,325000,1,Antwerpen,Flanders
173,€315000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,509,0,3,2022,As new,0,1,0,1,2,Not installed,0,10666996,3945,315000,0,Limburg,Flanders
174,€305000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,453,0,3,2022,As new,0,1,0,1,2,Not installed,0,10667020,3945,305000,0,Limburg,Flanders
175,€149000,Graanmarkt 10,2,D,322,0,0,0,48,27,2,1935,To be done up,0,1,0,0,1,0,Gas,10667019,9300,149000,0,Oost-Vlaanderen,Flanders
176,€185000,Boelare 67,3,C,282,0,1,0,0,0,2,1983,Good,0,1,0,0,0,0,Gas,10667013,9900,185000,1,Oost-Vlaanderen,Flanders
177,€185000,"Avenue du Chêne, 101",2,B,140,0,0,0,0,0,3,0,0,0,1,1,0,2,Installed,Gas,10667011,4910,185000,0,Liï¿½ge,Wallonia
178,€165000,Boulevard des Déportés 32,3,C,234,0,1,0,190,0,2,0,Good,0,1,0,0,1,Installed,Gas,10667005,7700,165000,1,Hainaut,Wallonia
179,€329000,"Avenue du Château, 200",3,B,137,0,1,0,308,0,3,2008,Good,0,1,0,0,2,Installed,Gas,10643228,7712,329000,1,Hainaut,Wallonia
180,€300000,Holstraat 86,2,B,150,0,1,0,0,0,4,0,Good,0,1,0,0,0,0,Gas,28,20,300000,1,,
181,€249000,Fraikinstraat 7,2,B,165,0,1,14,0,24,3,2004,Good,0,1,0,0,0,0,Gas,10666998,2200,249000,1,Antwerpen,Flanders
182,€79000,Rue du Parc 5 bt3,2,D,283,0,0,0,43,20,2,0,0,0,1,0,0,1,0,0,10478162,6200,79000,0,Hainaut,Wallonia
183,€220000,Rue du Parc 5 bt3,4,G,748,0,0,0,340,40,2,0,0,0,2,0,0,2,0,Gas,10666992,6031,220000,0,Hainaut,Wallonia
184,€409000,Dorpshart 10,3,B,190,0,1,15,310,0,3,1986,Good,0,1,0,0,2,Installed,Gas,10666990,2830,409000,1,Antwerpen,Flanders
185,€1245000,Vlamingstraat 26,3,F,818,0,1,0,5924,139,0,0,Good,0,0,0,0,1,Installed,Fuel oil,10666986,8470,1245000,1,West-Vlaanderen,Flanders
186,€649000,Kapelsesteenweg 348,4,C,211,0,1,20,2505,52,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,10666985,2950,649000,1,Antwerpen,Flanders
187,€599000,Chaussée de Louvain 258,6,D,280,0,0,0,3300,62,4,0,As new,0,2,0,1,3,Installed,Fuel oil,10666984,5590,599000,0,Namur,Wallonia
188,€135000,Poteauerstrasse 90,1,A,56,0,0,0,0,21,0,0,0,0,1,0,0,0,Installed,0,10666982,4700,135000,0,Liï¿½ge,Wallonia
189,€349000,Posterijstraat 61,3,C,285,0,0,0,374,0,3,1965,To be done up,0,0,0,0,2,0,Gas,10666978,8870,349000,0,West-Vlaanderen,Flanders
190,€299000,Rue Archimède 17,2,E,268,0,1,0,0,20,2,1934,Good,0,1,0,0,0,0,Gas,10666977,1150,299000,1,Brussels Hoofdstedelijk Gewest,Brussels
191,€2575000,PARKLAAN 46,8,Not specified,Not specified,0,1,0,15904,0,4,1850,Good,0,8,0,1,10,0,Electric,10666973,1980,2575000,1,Vlaams-Brabant,Flanders
192,€415000,Graaf De Broquevillestraat 35,3,B,172,0,0,0,1233,0,3,1994,Good,0,1,0,0,4,0,Gas,10666972,2250,415000,0,Antwerpen,Flanders
193,€419000,Mercatorstraat 64,3,E,409,0,0,0,170,0,3,1900,Good,0,1,0,0,0,0,Gas,10666970,2880,419000,0,Antwerpen,Flanders
194,€419000,Mercatorstraat 64,3,E,409,0,0,0,170,0,3,1900,Good,0,1,0,0,0,0,Gas,10666970,2880,419000,0,Antwerpen,Flanders
195,€298000,Mercatorstraat 64,3,F,513,0,0,0,370,30,3,1938,Good,0,1,0,0,0,0,0,10666969,2880,298000,0,Antwerpen,Flanders
196,€680000,Edingsesteenweg 296,6,B,177,0,1,0,1182,0,4,1993,Good,0,1,0,1,3,0,Electric,10666967,9400,680000,1,Oost-Vlaanderen,Flanders
197,€315000,Hoogstraat 2 bus 1,3,B,116,0,0,0,127,0,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,10666960,3300,315000,0,Vlaams-Brabant,Flanders
198,€1495000,Vlamingstraat 26,7,Not specified,Not specified,0,1,0,6273,0,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,10666959,8432,1495000,1,West-Vlaanderen,Flanders
199,€99000,Faubourg Saint Germain   28,1,B,126,0,0,0,0,42,4,0,Good,0,0,1,0,1,USA semi equipped,Gas,10666957,5600,99000,0,Namur,Wallonia
200,€255000,Avenue Elisabeth 144,2,G,679,0,1,50,810,29,4,0,0,0,1,0,0,1,Installed,Electric,10666954,4845,255000,1,Liï¿½ge,Wallonia
201,€365000,Avenue Elisabeth 144,6,G,110092,0,1,30,1200,33,4,1974,0,0,1,0,1,2,Installed,Fuel oil,10666953,4910,365000,1,Liï¿½ge,Wallonia
202,€370000,Gentsestraat 10/5,7,E,466,0,1,0,470,15,0,0,Good,0,0,0,0,2,Installed,Gas,10666949,8890,370000,1,West-Vlaanderen,Flanders
203,€578000,Rue Reine Astrid 26,4,C,187,0,1,25,886,40,4,2003,As new,0,1,0,1,2,Hyper equipped,Fuel oil,10666945,6700,578000,1,Luxembourg,Wallonia
204,€599000,Rue Reine Astrid 26,3,B,100,0,1,30,309,52,2,2015,As new,0,2,0,0,3,USA hyper equipped,0,10666944,6700,599000,1,Luxembourg,Wallonia
205,€950000,Rue Reine Astrid 26,7,C,189,0,1,0,1467,42,3,0,Good,0,2,0,1,0,Installed,Fuel oil,10666943,6700,950000,1,Luxembourg,Wallonia
206,€275000,"Diestsesteenweg, 3",3,F,782,0,0,0,1000,23,4,1973,0,0,1,0,0,0,Installed,Fuel oil,10666938,3270,275000,0,Vlaams-Brabant,Flanders
207,€239000,Rue des Combattants 37,3,G,1025,0,0,0,0,0,2,0,Just renovated,0,2,0,0,2,Installed,Gas,10643432,6061,239000,0,Hainaut,Wallonia
208,€79000,Rue des Combattants 37,2,F,427,0,0,0,0,0,2,0,Good,0,1,0,0,1,Semi equipped,Gas,2,3,79000,0,,
209,€473000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,464,0,3,2023,As new,0,2,0,1,2,Hyper equipped,0,10666931,3980,473000,0,Limburg,Flanders
210,€469000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,472,0,3,2023,As new,0,2,0,1,2,Hyper equipped,0,10666926,3980,469000,0,Limburg,Flanders
211,€427000,Stationsstraat 73,3,Not specified,Not specified,0,0,0,427,0,3,2023,As new,0,2,0,0,2,Hyper equipped,0,10666923,3980,427000,0,Limburg,Flanders
212,€275000,Overleiestraat 79,3,F,585,0,0,0,312,0,3,0,To renovate,0,1,0,1,0,0,Gas,10666917,8500,275000,0,West-Vlaanderen,Flanders
213,€6900000,"Avenue J. Burgers, 2 b24",6,Not specified,Not specified,0,1,0,0,0,3,0,As new,0,7,0,0,0,0,0,10666915,1050,6900000,1,Brussels Hoofdstedelijk Gewest,Brussels
214,€405000,Stationsstraat 116,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666908,9120,405000,0,Oost-Vlaanderen,Flanders
215,€295000,Molenstraat 93,2,D,167,0,1,5,0,0,3,2011,As new,0,1,0,0,1,USA installed,Gas,10666907,1030,295000,1,Brussels Hoofdstedelijk Gewest,Brussels
216,€610000,Rue de Menin 400,3,C,185,0,1,55,954,56,4,2001,As new,0,1,2,1,0,Installed,Gas,10623098,7700,610000,1,Hainaut,Wallonia
217,€299000,Chaussée Brunehaut 415,2,D,332,0,1,111,1298,32,2,0,Good,0,1,1,0,3,Installed,Electric,3,20,299000,1,,
218,€1250000,Plein 30 a,4,F,719,0,0,0,30000,0,4,1930,Just renovated,0,0,0,0,0,USA installed,Gas,10666900,8904,1250000,0,West-Vlaanderen,Flanders
219,€569000,Plein 30 a,4,C,228,0,1,0,801,0,4,2005,As new,0,1,0,1,0,USA hyper equipped,Gas,10545213,8710,569000,1,West-Vlaanderen,Flanders
220,€354000,Meire 50,3,A,35,0,1,10,0,0,0,2022,As new,0,1,0,0,1,Installed,Gas,10666899,9620,354000,1,Oost-Vlaanderen,Flanders
221,€279000,Meire 50,3,A,35,0,1,6,0,0,0,2022,As new,0,1,0,0,1,Installed,Gas,10666898,9620,279000,1,Oost-Vlaanderen,Flanders
222,€275000,Bisschopslaan 16,2,F,628,0,0,0,585,0,4,1976,Good,0,1,0,0,0,0,Fuel oil,10666896,2400,275000,0,Antwerpen,Flanders
223,€270000,Bisschopslaan 16,4,F,601,0,0,0,500,0,2,1952,To renovate,0,1,0,0,2,Installed,Fuel oil,10666895,2470,270000,0,Antwerpen,Flanders
224,€298000,Bisschopslaan 16,3,F,694,0,0,0,391,39,2,1972,To be done up,0,1,0,1,1,Installed,Fuel oil,10666893,2470,298000,0,Antwerpen,Flanders
225,€180000,Antwerpsesteenweg 51/5,2,D,316,0,1,0,0,38,2,1995,Good,0,1,0,0,1,0,Gas,10666891,2440,180000,1,Antwerpen,Flanders
226,€495000,Rue de Nivelles 1,2,F,496,0,1,42,2200,42,4,1961,Good,0,1,0,0,1,0,Electric,10666890,1440,495000,1,Brabant wallon,Wallonia
227,€310047,"Hundelgemsesteenweg, 306",3,A,29,0,0,0,350,0,3,0,As new,0,1,0,0,2,0,0,10609479,9500,310047,0,Oost-Vlaanderen,Flanders
228,€379000,Guido Gezellelaan 16/5,3,D,328,0,1,0,1021,0,4,1988,Good,0,1,0,0,2,Hyper equipped,Fuel oil,10666887,3550,379000,1,Limburg,Flanders
229,€449000,Markt 6,3,C,208,0,0,0,1058,40,4,1987,Just renovated,0,2,0,1,3,USA hyper equipped,Gas,10666886,3290,449000,0,Vlaams-Brabant,Flanders
230,€199000,Herbert Hooverplein 14,1,B,123,1,1,0,0,0,2,2011,As new,0,1,1,0,1,Installed,Gas,10666884,3000,199000,1,Vlaams-Brabant,Flanders
231,€150000,Rue J. Wettinck 49,3,D,339,0,0,0,103,38,2,0,Good,0,1,1,1,1,Semi equipped,Fuel oil,10666881,4430,150000,0,Liï¿½ge,Wallonia
232,€349000,Molenstraat 22A,4,F,712,0,0,0,920,35,4,1947,To renovate,0,1,0,0,0,0,Fuel oil,10666880,1761,349000,0,Vlaams-Brabant,Flanders
233,€365000,Avenue Louise 433,5,G,546,0,0,0,0,21,2,1894,Good,0,1,1,0,1,Installed,Gas,10666879,1000,365000,0,Brussels Hoofdstedelijk Gewest,Brussels
234,€245000,Avenue Louise 433,2,E,217,0,0,0,0,21,2,1894,Good,0,1,1,0,1,Installed,Gas,10666878,1000,245000,0,Brussels Hoofdstedelijk Gewest,Brussels
235,€480000,Parklaan 59/1,5,G,431,0,1,16,98,20,2,1899,Good,0,3,4,0,4,Semi equipped,0,10455486,1210,480000,1,Brussels Hoofdstedelijk Gewest,Brussels
236,€599000,Rue de Tirlemont 23,4,B,124,0,1,120,1335,31,4,1900,As new,0,4,2,1,4,USA hyper equipped,0,3,20,599000,1,,
237,€269000,Rue de Tirlemont 23,3,G,580,0,1,0,528,31,2,1920,To renovate,0,1,0,0,1,USA semi equipped,0,10449507,5310,269000,1,Namur,Wallonia
238,€685000,Werchtersesteenweg 1,5,C,220,0,0,0,3623,0,4,1988,As new,0,1,0,0,0,0,Gas,10666869,3120,685000,0,Vlaams-Brabant,Flanders
239,€599000,Werchtersesteenweg 1,3,C,282,0,0,0,2445,0,4,1990,0,0,1,0,1,2,0,Gas,10666867,3191,599000,0,Vlaams-Brabant,Flanders
240,€175000,Boulevard d'Avroy 206,1,B,133,0,1,2,0,21,2,0,Good,0,1,0,0,1,0,0,10666861,4000,175000,1,Liï¿½ge,Wallonia
241,€695000,Rue des ARCHERS 4,4,G,693,0,1,0,32691,0,3,0,To renovate,0,1,0,0,2,Installed,Fuel oil,10666857,7971,695000,1,Hainaut,Wallonia
242,€269000,Tervuursesteenweg 762 Bus 2,2,B,191,0,1,12,0,49,2,1996,As new,0,1,1,0,1,Hyper equipped,0,10666856,1800,269000,1,Vlaams-Brabant,Flanders
243,€640000,Brusselsesteenweg 415,4,E,472,0,0,0,560,37,4,1971,To renovate,0,2,0,0,2,Semi equipped,Fuel oil,10666852,3090,640000,0,Vlaams-Brabant,Flanders
244,€1050000,rue Edison 37,0,Not specified,Not specified,0,1,32,0,0,2,1930,Good,0,5,5,0,5,USA installed,Gas,10666850,1040,1050000,1,Brussels Hoofdstedelijk Gewest,Brussels
245,€775000,rue Edison 37,3,Not specified,Not specified,0,1,27,0,30,2,1969,As new,0,3,3,1,3,USA hyper equipped,0,10666848,1050,775000,1,Brussels Hoofdstedelijk Gewest,Brussels
246,€2800000,Avenue Louise 251,3,C,149,0,1,300,0,40,3,0,As new,0,3,0,0,0,USA hyper equipped,0,10666846,1180,2800000,1,Brussels Hoofdstedelijk Gewest,Brussels
247,€129000,Rue de Namur 8,3,F,492,0,0,0,405,17,3,0,To be done up,0,1,0,0,0,0,Gas,10666844,6010,129000,0,Hainaut,Wallonia
248,€329000,Alsembergsesteenweg 660,2,E,486,0,0,0,402,0,4,1900,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,10666836,1755,329000,0,Vlaams-Brabant,Flanders
249,€435000,Brusselsesteenweg 594,5,F,336,0,1,28,100,47,2,1927,Good,0,2,0,1,3,Semi equipped,Gas,10666833,1090,435000,1,Brussels Hoofdstedelijk Gewest,Brussels
250,€620000,Kardinaal Mercierlaan 81,3,Not specified,Not specified,0,1,16,369,0,3,2024,0,0,1,1,0,2,USA hyper equipped,0,10666832,3040,620000,1,Vlaams-Brabant,Flanders
251,€610000,Kardinaal Mercierlaan 81,3,Not specified,Not specified,0,1,16,348,0,3,2024,0,0,1,1,0,2,USA hyper equipped,0,10666831,3040,610000,1,Vlaams-Brabant,Flanders
252,€620000,Kardinaal Mercierlaan 81,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666828,3040,620000,0,Vlaams-Brabant,Flanders
253,€489500,Handelslei 93,4,F,519,0,1,0,2779,0,4,1977,Good,0,2,0,0,2,0,Fuel oil,10605872,2980,489500,1,Antwerpen,Flanders
254,€245000,Rue André Baillon 28 bte 5,2,E,216,0,0,0,0,45,2,2003,As new,0,1,1,0,2,Hyper equipped,Gas,10666827,1070,245000,0,Brussels Hoofdstedelijk Gewest,Brussels
255,€795000,Kardinaal Mercierlaan 81,4,B,118,0,1,0,1663,100,3,1957,Good,0,2,2,1,3,USA hyper equipped,Gas,10666826,1910,795000,1,Vlaams-Brabant,Flanders
256,€549000,Mechelsesteenweg 161A 002,3,B,163,0,1,0,525,42,4,2006,Good,0,1,0,0,2,Hyper equipped,Gas,2830,20,549000,1,,
257,€640000,Kardinaal Mercierlaan 81,4,A,93,0,1,0,517,31,4,2009,As new,0,1,0,0,2,Hyper equipped,Gas,10666824,3001,640000,1,Vlaams-Brabant,Flanders
258,€430000,Avenue Reine Astrid 215,3,B,93,0,1,14,0,44,4,2023,0,0,2,0,0,2,USA hyper equipped,Gas,1420,27,430000,1,,
259,€550000,Korenmarkt 55,7,E,410,0,0,0,0,0,2,0,To be done up,0,0,0,0,0,0,Gas,10666818,2060,550000,0,Antwerpen,Flanders
260,€550000,Korenmarkt 55,7,E,410,0,0,0,0,0,2,0,To be done up,0,0,0,0,0,0,Gas,10666817,2060,550000,0,Antwerpen,Flanders
261,€2200000,"Orteliuskaai, 8",4,B,157,0,1,0,2000,0,4,0,As new,0,2,0,1,3,0,Gas,10666816,2900,2200000,1,Antwerpen,Flanders
262,€1490000,Avenue Legrand 30,4,D,197,0,1,6,0,0,2,1930,Just renovated,0,3,2,1,0,Hyper equipped,Fuel oil,10666814,1000,1490000,1,Brussels Hoofdstedelijk Gewest,Brussels
263,€425000,Rue Julien d'Andrimont 11/4,5,C,241,0,1,0,0,0,2,0,Good,0,3,0,0,0,0,0,10666809,4040,425000,1,Liï¿½ge,Wallonia
264,€210000,Rue Giacomo Matteoti 10,2,Not specified,Not specified,0,1,32,0,36,0,0,0,0,1,0,0,1,USA semi equipped,Gas,10666808,4101,210000,1,Liï¿½ge,Wallonia
265,€825000,"Avenue Delleur, 8",2,C,136,0,1,10,0,0,2,1966,As new,0,1,1,0,2,Hyper equipped,Gas,10666807,1180,825000,1,Brussels Hoofdstedelijk Gewest,Brussels
266,€249000,Avenue de Bouillon 92,4,Not specified,Not specified,0,1,20,856,28,4,1988,To renovate,0,1,0,0,1,Installed,Electric,10666804,6800,249000,1,Luxembourg,Wallonia
267,€369000,Lange Lobroekstraat 67,2,E,485,0,0,0,0,32,2,1938,Good,0,1,0,0,1,USA hyper equipped,0,10666803,2000,369000,0,Antwerpen,Flanders
268,€465000,Lange Lobroekstraat 67,4,D,313,0,1,10,89,40,3,0,As new,0,1,1,0,0,0,0,2140,20,465000,1,,
269,€139000,Lange Lobroekstraat 67,1,C,248,0,1,10,0,0,2,0,Good,0,1,0,0,0,USA hyper equipped,Gas,10666801,2060,139000,1,Antwerpen,Flanders
270,€240000,Clemenshoek 74,4,C,247,0,1,0,78,0,2,1956,As new,0,1,0,0,0,Installed,0,10617204,2850,240000,1,Antwerpen,Flanders
271,€195000,Grotestraat 28,2,Not specified,Not specified,0,0,0,187,21,2,1967,To renovate,0,1,1,1,3,Semi equipped,Gas,10666797,1547,195000,0,Vlaams-Brabant,Flanders
272,€249000,Grotestraat 28,2,D,393,0,1,0,620,32,3,1963,Good,0,1,0,0,2,Installed,Gas,10666794,9310,249000,1,Oost-Vlaanderen,Flanders
273,€379000,Edgard Tinelstraat 5,3,C,298,0,1,0,1494,0,4,0,As new,0,2,0,0,0,Installed,Fuel oil,10666793,9520,379000,1,Oost-Vlaanderen,Flanders
274,€379000,Edgard Tinelstraat 5,3,Not specified,Not specified,0,1,0,1494,0,4,0,As new,0,2,0,0,0,Installed,Fuel oil,10666792,9550,379000,1,Oost-Vlaanderen,Flanders
275,€239000,Edgard Tinelstraat 5,3,C,274,0,1,0,361,0,3,0,To renovate,0,1,0,0,0,0,0,10666791,9041,239000,1,Oost-Vlaanderen,Flanders
276,€149000,Edgard Tinelstraat 5,3,F,1131,0,1,0,640,0,3,0,To renovate,0,1,0,0,0,0,Electric,10666790,9860,149000,1,Oost-Vlaanderen,Flanders
277,€399000,Galgstraat 83,3,Not specified,Not specified,0,1,0,0,31,3,2022,As new,0,2,1,0,2,Installed,Gas,10472667,1600,399000,1,Vlaams-Brabant,Flanders
278,€925000,Achiel Cleynhenslaan 19,4,C,259,0,1,0,1750,46,4,1991,As new,0,1,2,1,3,Hyper equipped,Gas,10420464,2230,925000,1,Antwerpen,Flanders
279,€155000,Provinciale Steenweg 354,2,F,720,0,1,0,0,0,2,1937,0,0,1,0,0,0,Not installed,Gas,10666786,2845,155000,1,Antwerpen,Flanders
280,€220000,Veemarkt 53,2,D,301,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Fuel oil,10666782,8500,220000,1,West-Vlaanderen,Flanders
281,€320000,Yzerhand 14,4,B,169,0,1,21,160,35,2,2001,Good,0,2,0,0,2,Installed,Gas,10666779,9130,320000,1,Oost-Vlaanderen,Flanders
282,€599000,rue alphonse renard 56,3,C,98.48,0,1,44,0,0,3,2020,As new,0,2,2,0,2,USA hyper equipped,0,10666778,1180,599000,1,Brussels Hoofdstedelijk Gewest,Brussels
283,€640000,Heusdendorp 7,7,D,397,0,1,40,1353,42,4,1980,To renovate,0,2,2,1,3,Semi equipped,Electric,10666775,9070,640000,1,Oost-Vlaanderen,Flanders
284,€299000,Boulevard de Froidmont 82,6,Not specified,Not specified,0,0,0,385,0,2,0,0,0,0,0,0,0,0,0,8,3,299000,0,,
285,€750000,Chaussee de Wavre 44a,4,Not specified,Not specified,0,1,8,53,0,2,0,To renovate,0,3,0,1,4,0,0,10666770,1050,750000,1,Brussels Hoofdstedelijk Gewest,Brussels
286,€199000,Kerkstraat 84,2,E,474,0,0,0,0,0,3,1960,Good,0,1,0,0,1,Installed,Gas,10666769,9255,199000,0,Oost-Vlaanderen,Flanders
287,€160000,Chaussée de Roeulx 1251/2b,2,E,407,0,1,0,118,26,2,0,Good,0,1,0,0,1,Installed,Gas,10666768,7021,160000,1,Hainaut,Wallonia
288,€260000,Chaussée de Roeulx 1251/2b,3,Not specified,Not specified,0,1,0,246,27,2,2023,0,0,1,0,0,1,Installed,0,7110,20,260000,1,,
289,€315000,Chaussée de Roeulx 1251/2b,3,Not specified,Not specified,0,1,0,260,28,2,2023,0,0,1,0,0,2,Installed,0,10666766,7130,315000,1,Hainaut,Wallonia
290,€745000,Mechelsesteenweg 123 bus 1,6,C,254,0,1,0,2000,27,4,2000,As new,0,2,0,1,2,Hyper equipped,Fuel oil,10666765,9200,745000,1,Oost-Vlaanderen,Flanders
291,€359000,Mechelsesteenweg 123 bus 1,3,C,267,0,1,0,520,0,4,1968,As new,0,1,0,0,0,Hyper equipped,Fuel oil,10666762,9280,359000,1,Oost-Vlaanderen,Flanders
292,€419000,Mechelsesteenweg 123 bus 1,3,C,202,0,1,0,370,0,3,1995,As new,0,1,1,0,2,Hyper equipped,Gas,10666761,9200,419000,1,Oost-Vlaanderen,Flanders
293,€1450000,Avenue Van Overbeke 134,11,G,500,0,0,0,190,0,3,1950,Good,0,7,0,0,11,Hyper equipped,Gas,10666760,1080,1450000,0,Brussels Hoofdstedelijk Gewest,Brussels
294,€1495000,Rue de Rixensart 77,10,D,312,0,1,59,4125,50,4,1972,As new,0,10,2,1,4,USA hyper equipped,Fuel oil,20,20,1495000,1,,
295,€1495000,Rue de Rixensart 77,10,D,312,0,1,59,4125,50,4,1972,As new,0,10,2,1,4,USA hyper equipped,Fuel oil,20,20,1495000,1,,
296,€170000,Rue de Rixensart 77,1,E,423,0,0,0,0,18,0,1950,Good,0,1,0,0,1,Hyper equipped,Gas,10666753,1330,170000,0,Brabant wallon,Wallonia
297,€415000,Zuiderring 106,3,A,62,0,1,0,398,0,3,0,0,0,1,0,0,0,0,0,10666752,3971,415000,1,Limburg,Flanders
298,€380000,Burchtstraat 12,4,B,200,0,1,0,417,42,3,2009,As new,0,1,0,1,2,Hyper equipped,Gas,10666751,1742,380000,1,Vlaams-Brabant,Flanders
299,€370000,"Jordaenskaai, 21",2,B,117,0,1,0,0,0,2,0,0,0,2,1,0,2,0,0,10666749,2000,370000,1,Antwerpen,Flanders
300,€1300000,"Jordaenskaai, 21",2,Not specified,Not specified,0,1,0,0,0,3,0,0,0,1,1,1,0,0,Gas,10666748,2000,1300000,1,Antwerpen,Flanders
301,€500113,Rotselaarsebaan 24,3,Not specified,Not specified,0,1,19,0,17,3,2022,As new,0,1,1,1,2,Hyper equipped,0,10666747,3220,500113,1,Vlaams-Brabant,Flanders
302,€500113,Rotselaarsebaan 24,3,Not specified,Not specified,0,1,19,0,17,3,2022,As new,0,1,1,1,2,Hyper equipped,0,10666746,3220,500113,1,Vlaams-Brabant,Flanders
303,€489470,Rotselaarsebaan 24,3,Not specified,Not specified,0,1,22,0,17,2,2022,As new,0,1,1,0,2,Hyper equipped,0,10666745,3220,489470,1,Vlaams-Brabant,Flanders
304,€489470,Rotselaarsebaan 24,3,Not specified,Not specified,0,1,22,0,17,2,2022,As new,0,1,1,0,2,Hyper equipped,0,10666744,3220,489470,1,Vlaams-Brabant,Flanders
305,€80000,rue de Valenciennes 42,3,G,541,0,1,0,190,33,2,1899,To restore,0,1,1,0,1,Not installed,Gas,10666743,7380,80000,1,Hainaut,Wallonia
306,€425000,Leopold De Waelplaats 5,2,C,254,0,1,0,0,0,2,0,Good,0,1,0,0,0,0,Gas,10666742,2000,425000,1,Antwerpen,Flanders
307,€395000,Waalsekaai 32,3,Not specified,Not specified,0,1,0,640,0,3,1954,To renovate,0,1,0,0,0,Not installed,0,10666740,2160,395000,1,Antwerpen,Flanders
308,€1350000,Place Brugmann 10B,3,Not specified,Not specified,0,1,37,0,68,4,2022,As new,0,3,0,1,3,Hyper equipped,Gas,10666739,1180,1350000,1,Brussels Hoofdstedelijk Gewest,Brussels
309,€540000,Place Brugmann 10B,3,Not specified,Not specified,0,1,10,0,44,2,2023,0,0,2,0,1,2,USA hyper equipped,Gas,10666736,1200,540000,1,Brussels Hoofdstedelijk Gewest,Brussels
310,€540000,Place Brugmann 10B,2,Not specified,Not specified,0,1,10,0,57,2,2023,0,0,2,0,1,2,USA hyper equipped,Gas,10666735,1200,540000,1,Brussels Hoofdstedelijk Gewest,Brussels
